Volcano_Number,Volcano_Name,Eruption_Number,Eruption_Category,Area_of_Activity,VEI,VEI_Modifier,Start_Year_Modifier,Start_Year,Start_Year_Uncertainty,Start_Month,Start_Day_Modifier,Start_Day,Start_Day_Uncertainty,Evidence_Method_(dating),End_Year_Modifier,End_Year,End_Year_Uncertainty,End_Month,End_Day_Modifier,End_Day,End_Day_Uncertainty,Latitude,Longitude,cluster,startdate,type
263340,Raung,16155,Confirmed Eruption,,2,,,1997,,4,<,1,,Historical Observations,,,,,,,,-8.119,114.056,6,1997-04-01,0
242050,Monowai,14715,Confirmed Eruption,,0,,,1997,,4,,18,,Hydrophonic,,1997,,4,,21,,-25.887,-177.188,11,1997-04-18,0
390090,Saunders,13203,Confirmed Eruption,,0,,,1997,,5,?,1,,Historical Observations,,1998,,2,>,0,,-57.8,-26.483,3,1997-05-01,0
311240,Cleveland,19815,Confirmed Eruption,,2,?,,1997,,5,,5,,Historical Observations,,1997,,5,,5,,52.825,-169.944,5,1997-05-05,0
300250,Bezymianny,19372,Confirmed Eruption,,3,,,1997,,5,,8,,Historical Observations,,1997,,5,?,16,,55.972,160.595,7,1997-05-08,0
283260,Akita-Yakeyama,18089,Confirmed Eruption,NE flank (Sumikawa-Onsen),1,,,1997,,5,,11,,Historical Observations,,1997,,5,,11,,39.964,140.757,7,1997-05-11,0
344020,San Cristobal,10886,Confirmed Eruption,,1,,,1997,,5,?,19,,Historical Observations,,1997,,7,>,7,,12.702,-87.004,14,1997-05-19,0
311360,Shishaldin,20095,Confirmed Eruption,,1,,,1997,,6,,2,,Historical Observations,,1997,,6,,2,,54.756,-163.97,5,1997-06-02,0
344100,Masaya,11034,Confirmed Eruption,Santiago,1,,,1997,,6,?,3,,Historical Observations,,1997,,11,,17,,11.984,-86.161,14,1997-06-03,0
360101,Watt  Morne,12374,Confirmed Eruption,NE of Watt Mtn (Valley of Desolation),1,,,1997,,7,,15,,Historical Observations,,1997,,7,,15,,15.307,-61.305,14,1997-07-15,0
283260,Akita-Yakeyama,18090,Confirmed Eruption,Kare-numa,1,,,1997,,8,,16,,Historical Observations,,1997,,8,,16,,39.964,140.757,7,1997-08-16,0
300260,Klyuchevskoy,19474,Confirmed Eruption,,1,,,1997,,9,,7,,Historical Observations,,1997,,9,,26,,56.056,160.642,7,1997-09-07,0
241100,Ruapehu,14667,Confirmed Eruption,,1,,,1997,,10,,9,,Historical Observations,,1997,,10,,18,,-39.28,175.57,11,1997-10-09,0
283090,Niigata-Yakeyama,17550,Confirmed Eruption,Upper east flank,1,,,1997,,10,,29,,Historical Observations,,1997,,12,,10,,36.921,138.036,7,1997-10-29,0
341040,Colima,10475,Confirmed Eruption,1994 crater,3,,,1997,,11,,22,,Historical Observations,,2011,,6,,21,,19.514,-103.62,0,1997-11-22,0
300250,Bezymianny,19373,Confirmed Eruption,,3,,,1997,,12,,5,,Historical Observations,,1997,,12,,6,,55.972,160.595,7,1997-12-05,0
242050,Monowai,14716,Confirmed Eruption,,0,,,1997,,12,,15,,Hydrophonic,,1998,,2,?,4,,-25.887,-177.188,11,1997-12-15,0
343100,San Miguel,10865,Confirmed Eruption,,1,,,1997,,12,,31,,Historical Observations,,,,,,,,13.434,-88.269,14,1997-12-31,0
331021,Axial Seamount,20713,Confirmed Eruption,South end of Axial caldera,0,,,1998,,1,,25,,Historical Observations,,1998,,2,?,5,,45.95,-130,5,1998-01-25,0
345020,Rincon de la Vieja,11106,Confirmed Eruption,,2,,,1998,,2,,15,,Historical Observations,,1998,,9,,0,,10.83,-85.324,14,1998-02-15,0
357120,Villarrica,12179,Confirmed Eruption,,1,,,1998,,2,,24,4,Historical Observations,,2002,,6,?,0,,-39.42,-71.93,3,1998-02-24,0
233020,Fournaise  Piton de la,14376,Confirmed Eruption,N and WSW of Dolomieu  outer N flank,1,,,1998,,3,,9,,Historical Observations,,1998,,9,?,20,,-21.244,55.708,2,1998-03-09,0
241040,White Island,14492,Confirmed Eruption,,1,,,1998,,3,,28,,Historical Observations,,1998,,3,,29,,-37.52,177.18,11,1998-03-28,0
283090,Niigata-Yakeyama,17551,Confirmed Eruption,Upper east flank,1,,,1998,,3,,30,,Historical Observations,,,,,,,,36.921,138.036,7,1998-03-30,0
357110,Llaima,12072,Confirmed Eruption,,2,?,,1998,,4,,3,,Historical Observations,,1998,,4,?,23,,-38.692,-71.729,3,1998-04-03,0
261030,Peuet Sague,15393,Confirmed Eruption,,1,,,1998,,4,,19,,Historical Observations,,1998,,4,?,26,,4.914,96.329,10,1998-04-19,0
282060,Kikai,16998,Confirmed Eruption,Iwo-dake,2,,,1998,,4,,25,,Historical Observations,,1999,,8,,0,,30.789,130.308,8,1998-04-25,0
311161,Korovin,19764,Confirmed Eruption,,3,,,1998,,5,,8,1,Historical Observations,,1998,,7,?,8,,52.381,-174.166,5,1998-05-08,0
300270,Sheveluch,19587,Confirmed Eruption,,3,,,1998,,5,,30,,Historical Observations,,1998,,9,,3,,56.653,161.36,7,1998-05-30,0
300250,Bezymianny,19374,Confirmed Eruption,,0,,,1998,,6,?,20,,Historical Observations,,1998,,6,?,22,,55.972,160.595,7,1998-06-20,0
257050,Lopevi,15316,Confirmed Eruption,1963 crater (NW flank 1000 m),3,,,1998,,7,,1,,Historical Observations,,2000,,4,?,25,,-16.507,168.346,11,1998-07-01,0
264010,Batur,16205,Confirmed Eruption,,1,,,1998,,7,,4,3,Historical Observations,,,,,,,,-8.242,115.375,6,1998-07-04,0
261170,Kerinci,15525,Confirmed Eruption,,2,,,1998,,7,,4,,Historical Observations,,1998,,7,,4,,-1.697,101.264,10,1998-07-04,0
267020,Karangetang,16538,Confirmed Eruption,,1,,,1998,,7,,5,4,Historical Observations,,,,,,,,2.78,125.4,6,1998-07-05,0
300260,Klyuchevskoy,19475,Confirmed Eruption,,2,,,1998,,7,,23,,Historical Observations,,1998,,9,?,2,,56.056,160.642,7,1998-07-23,0
352020,Guagua Pichincha,11496,Confirmed Eruption,West and SE of 1981 crater,3,,,1998,,8,,7,,Historical Observations,,2001,,5,,25,,-0.171,-78.598,14,1998-08-07,0
312110,Chiginagak,20199,Confirmed Eruption,,1,,,1998,,8,,13,,Historical Observations,,1998,,8,?,13,,57.135,-156.99,5,1998-08-13,0
241040,White Island,14493,Confirmed Eruption,NW corner of 1978/90 crater complex,2,,,1998,,8,,22,,Historical Observations,,1999,,8,,0,,-37.52,177.18,11,1998-08-22,0
344100,Masaya,11035,Confirmed Eruption,Santiago,1,,,1998,,9,,14,,Historical Observations,,1998,,9,,14,,11.984,-86.161,14,1998-09-14,0
353060,Azul  Cerro,11729,Confirmed Eruption,N & W caldera floor  SE flank (630-680 m),1,,,1998,,9,,15,,Historical Observations,,1998,,10,,21,,-0.92,-91.408,14,1998-09-15,0
223020,Nyamuragira,14079,Confirmed Eruption,,2,?,,1998,,10,,17,,Historical Observations,,1998,,10,>,25,,-1.408,29.2,9,1998-10-17,0
285020,Hokkaido-Komagatake,18581,Confirmed Eruption,1996 crater,2,,,1998,,10,,25,,Historical Observations,,1998,,10,,25,,42.063,140.677,7,1998-10-25,0
261170,Kerinci,15526,Confirmed Eruption,,2,?,,1998,,11,,3,,Historical Observations,,,,,,,,-1.697,101.264,10,1998-11-03,0
311360,Shishaldin,20096,Confirmed Eruption,,1,,,1998,,11,,4,,Historical Observations,,1998,,11,,4,,54.756,-163.97,5,1998-11-04,0
285070,Akan,18703,Confirmed Eruption,Me-Akan (Ponmachineshiri),1,,,1998,,11,,9,,Historical Observations,,1998,,11,,9,,43.384,144.013,7,1998-11-09,0
357110,Llaima,12073,Confirmed Eruption,,2,,,1998,,11,,10,3,Historical Observations,,,,,,,,-38.692,-71.729,3,1998-11-10,0
357040,Planchon-Peteroa,11946,Confirmed Eruption,,1,,,1998,,11,,18,,Historical Observations,,1998,,11,,21,,-35.223,-70.568,3,1998-11-18,0
382050,Terceira,19963,Confirmed Eruption,Serreta Ridge (submarine vent W of Terceira),0,,,1998,,11,?,25,,Historical Observations,,2000,,3,?,0,,38.73,-27.32,9,1998-11-25,0
373010,Grimsvotn,12841,Confirmed Eruption,South caldera wall,3,,,1998,,12,,18,,Historical Observations,,1998,,12,,28,,64.416,-17.316,9,1998-12-18,0
268030,Ibu,16579,Confirmed Eruption,,2,,,1998,,12,,18,,Historical Observations,,1999,,9,>,0,,1.488,127.63,6,1998-12-18,0
282030,Suwanosejima,16943,Confirmed Eruption,O-take,1,?,,1999,,1,,5,5,Historical Observations,,1999,,2,,24,4,29.638,129.714,8,1999-01-05,0
243030,Unnamed,14729,Confirmed Eruption,,1,,,1999,,1,<,8,,Historical Observations,,1999,,1,?,14,,-20.85,-175.53,11,1999-01-08,0
257060,Epi,15330,Confirmed Eruption,,1,?,?,1999,,2,,1,30,Historical Observations,,,,,,,,-16.68,168.37,11,1999-02-01,0
255060,Kavachi,15176,Confirmed Eruption,,1,,,1999,,2,,1,,Historical Observations,,1999,,5,,0,,-9.02,157.95,11,1999-02-01,0
300260,Klyuchevskoy,19476,Confirmed Eruption,,2,,,1999,,2,,5,,Historical Observations,,1999,,7,,12,,56.056,160.642,7,1999-02-05,0
262000,Krakatau,15623,Confirmed Eruption,Anak Krakatau,2,,,1999,,2,,5,,Historical Observations,,1999,,8,>,0,,-6.102,105.423,10,1999-02-05,0
300250,Bezymianny,19375,Confirmed Eruption,,2,,,1999,,2,,25,,Historical Observations,,1999,,2,,25,,55.972,160.595,7,1999-02-25,0
261170,Kerinci,15527,Confirmed Eruption,,2,,,1999,,3,<,1,,Historical Observations,,1999,,9,>,0,,-1.697,101.264,10,1999-03-01,0
267020,Karangetang,16539,Confirmed Eruption,,3,?,,1999,,3,<,1,,Historical Observations,,2003,,10,,28,,2.78,125.4,6,1999-03-01,0
261030,Peuet Sague,15394,Confirmed Eruption,,1,,,1999,,3,?,9,,Historical Observations,,1999,,4,,30,3,4.914,96.329,10,1999-03-09,0
311360,Shishaldin,20097,Confirmed Eruption,,3,,,1999,,3,,13,,Historical Observations,,1999,,5,,27,,54.756,-163.97,5,1999-03-13,0
264010,Batur,16206,Confirmed Eruption,,1,,,1999,,3,,15,,Historical Observations,,2000,,6,?,0,,-8.242,115.375,6,1999-03-15,0
224010,Cameroon,14134,Confirmed Eruption,South flank (2650 and 1500 m),2,,,1999,,3,,28,,Historical Observations,,1999,,4,,17,,4.203,9.17,9,1999-03-28,0
264180,Lewotobi,16299,Confirmed Eruption,Lewotobi Lakilaki,2,,,1999,,3,,31,,Historical Observations,,1999,,7,?,1,,-8.542,122.775,6,1999-03-31,0
261140,Marapi,15476,Confirmed Eruption,,2,,,1999,,4,<,1,,Historical Observations,,1999,,9,>,0,,-0.381,100.473,10,1999-04-01,0
300270,Sheveluch,19588,Confirmed Eruption,,2,,,1999,,4,,3,,Historical Observations,,1999,,4,,12,,56.653,161.36,7,1999-04-03,0
377020,East Gakkel Ridge at 85ÁE,12976,Confirmed Eruption,East Gakkel Ridge,2,,,1999,,4,?,5,,Seismicity,,1999,,4,?,15,,85.608,85.25,5,1999-04-05,0
344020,San Cristobal,10887,Confirmed Eruption,,2,,,1999,,5,,1,180,Historical Observations,,2000,,6,,0,,12.702,-87.004,14,1999-05-01,0
263180,Slamet,15763,Confirmed Eruption,,1,,,1999,,5,?,1,,Historical Observations,,1999,,9,?,0,,-7.242,109.208,10,1999-05-01,0
256010,Tinakula,15205,Confirmed Eruption,,1,?,,1999,,5,,1,,Historical Observations,,,,,,,,-10.38,165.8,11,1999-05-01,0
315020,Wrangell,20419,Confirmed Eruption,,1,,,1999,,5,,14,,Historical Observations,,1999,,5,,14,,62.006,-144.017,5,1999-05-14,0
342090,Fuego,10732,Confirmed Eruption,,2,,,1999,,5,,21,,Historical Observations,,2000,,12,>,9,,14.473,-90.88,14,1999-05-21,0
344040,Telica,10934,Confirmed Eruption,,2,,,1999,,5,,21,,Historical Observations,,2000,,9,,6,,12.602,-86.845,14,1999-05-21,0
264250,Iliwerung,16350,Confirmed Eruption,Hobal (submarine vent on SE flank),0,,,1999,,5,,22,,Historical Observations,,1999,,9,>,0,,-8.53,123.57,6,1999-05-22,0
242050,Monowai,14717,Confirmed Eruption,,0,,,1999,,6,,6,,Hydrophonic,,1999,,6,,11,,-25.887,-177.188,11,1999-06-06,0
282030,Suwanosejima,16944,Confirmed Eruption,O-take,1,?,,1999,,6,,15,5,Historical Observations,,1999,,6,,30,4,29.638,129.714,8,1999-06-15,0
273030,Mayon,16808,Confirmed Eruption,,3,,,1999,,6,,22,,Historical Observations,,2000,,3,,19,,13.257,123.685,8,1999-06-22,0
263350,Ijen,16175,Confirmed Eruption,Kawah Ijen,1,?,,1999,,6,,28,,Historical Observations,,1999,,6,,28,,-8.058,114.242,6,1999-06-28,0
233020,Fournaise  Piton de la,14377,Confirmed Eruption,Dolomieu  E (2500-2100) &S flanks (1900 m),1,,,1999,,7,,19,,Historical Observations,,1999,,10,,23,,-21.244,55.708,2,1999-07-19,0
263340,Raung,16156,Confirmed Eruption,,2,,,1999,,7,,30,,Historical Observations,,,,,,,,-8.119,114.056,6,1999-07-30,0
344070,Negro  Cerro,10970,Confirmed Eruption,South flank (near Cristo Rey crater),2,,,1999,,8,,5,,Historical Observations,,1999,,8,,7,,12.506,-86.702,14,1999-08-05,0
300270,Sheveluch,19594,Confirmed Eruption,,4,?,,1999,,8,,15,,Historical Observations,>,2016,,5,,26,,56.653,161.36,7,1999-08-15,0
284120,Ioto,18420,Confirmed Eruption,Asodai area,1,,,1999,,9,,10,,Historical Observations,,1999,,9,,10,,24.751,141.289,1,1999-09-10,0
352080,Tungurahua,11643,Confirmed Eruption,,3,,,1999,,10,,5,,Historical Observations,,2009,,7,,8,7,-1.467,-78.442,14,1999-10-05,0
290100,Moyorodake [Medvezhia],18765,Confirmed Eruption,Kudriavy,1,,,1999,,10,,7,,Historical Observations,,1999,,10,,13,,45.389,148.838,7,1999-10-07,0
252120,Ulawun,15062,Confirmed Eruption,,1,,,1999,,10,,20,,Historical Observations,,1999,,10,,20,,-5.05,151.33,11,1999-10-20,0
255060,Kavachi,15178,Confirmed Eruption,,1,,,1999,,11,?,1,,Historical Observations,,2003,,8,,0,,-9.02,157.95,11,1999-11-01,0
344100,Masaya,11036,Confirmed Eruption,Santiago,1,,,1999,,11,,22,,Historical Observations,,2000,,3,?,2,,11.984,-86.161,14,1999-11-22,0
344120,Concepcion,11072,Confirmed Eruption,,1,,,1999,,12,,27,,Historical Observations,,1999,,12,?,29,,11.538,-85.622,14,1999-12-27,0
282060,Kikai,16999,Confirmed Eruption,Iwo-dake,2,?,,2000,,1,,1,,Historical Observations,,2000,,3,,0,,30.789,130.308,8,2000-01-01,0
223020,Nyamuragira,14080,Confirmed Eruption,SE flank (Ngerageze),2,?,,2000,,1,,27,,Historical Observations,,2000,,2,>,10,,-1.408,29.2,9,2000-01-27,0
300260,Klyuchevskoy,19477,Confirmed Eruption,,2,,,2000,,2,,3,,Historical Observations,,2000,,2,?,8,,56.056,160.642,7,2000-02-03,0
233020,Fournaise  Piton de la,14378,Confirmed Eruption,North flank of Dolomieu (2490-2250 m),1,,,2000,,2,,14,,Historical Observations,,2000,,3,,4,,-21.244,55.708,2,2000-02-14,0
282030,Suwanosejima,16945,Confirmed Eruption,O-take,2,?,,2000,,2,,24,4,Historical Observations,,2000,,2,,24,4,29.638,129.714,8,2000-02-24,0
372070,Hekla,12754,Confirmed Eruption,SW flank,3,,,2000,,2,,26,,Historical Observations,,2000,,3,,8,,63.983,-19.666,9,2000-02-26,0
255020,Bagana,15139,Confirmed Eruption,,2,,<,2000,,2,,28,,Historical Observations,,2015,,10,,30,,-6.137,155.196,11,2000-02-28,0
234010,Heard,14409,Confirmed Eruption,Mawson Peak and upper south flank,2,,,2000,,3,?,7,,Historical Observations,,2001,,2,,0,,-53.106,73.513,2,2000-03-07,0
241040,White Island,14494,Confirmed Eruption,MH vent,3,?,,2000,,3,,7,,Historical Observations,,2000,,9,,5,4,-37.52,177.18,11,2000-03-07,0
261140,Marapi,15477,Confirmed Eruption,,2,,,2000,,3,,11,,Historical Observations,,2000,,4,>,3,,-0.381,100.473,10,2000-03-11,0
300250,Bezymianny,19376,Confirmed Eruption,,2,,,2000,,3,,14,,Historical Observations,,2000,,3,,26,1,55.972,160.595,7,2000-03-14,0
300060,Mutnovsky,18972,Confirmed Eruption,North crater,2,,,2000,,3,,17,,Historical Observations,,2000,,3,,17,,52.449,158.196,7,2000-03-17,0
351080,Galeras,11375,Confirmed Eruption,,1,,,2000,,3,,21,,Historical Observations,,2000,,5,,18,,1.22,-77.37,14,2000-03-21,0
285030,Toya,18602,Confirmed Eruption,Usu N flank (Kompira-yama & W Nishi-yama),2,,,2000,,3,,31,,Historical Observations,,2001,,9,,15,5,42.544,140.839,7,2000-03-31,0
354006,Sabancaya,11751,Confirmed Eruption,,2,,,2000,,4,?,1,,Historical Observations,,2000,,10,>,29,,-15.78,-71.85,3,2000-04-01,0
266100,Lokon-Empung,16460,Confirmed Eruption,Tompaluan,2,,,2000,,5,,10,3,Historical Observations,,2001,,8,,18,,1.358,124.792,6,2000-05-10,0
266030,Soputan,16435,Confirmed Eruption,,2,,,2000,,5,,13,,Historical Observations,,2003,,9,?,4,,1.112,124.737,6,2000-05-13,0
224010,Cameroon,14135,Confirmed Eruption,Upper SW flank (4000  3470-3220  2750 m),2,?,,2000,,5,,28,,Historical Observations,,2000,,9,,15,5,4.203,9.17,9,2000-05-28,0
262000,Krakatau,15624,Confirmed Eruption,Anak Krakatau,1,,,2000,,5,,29,,Historical Observations,,2000,,10,?,30,,-6.102,105.423,10,2000-05-29,0
251020,Manam,14928,Confirmed Eruption,South Crater,2,,,2000,,6,,3,,Historical Observations,,2000,,6,,4,,-4.08,145.037,11,2000-06-03,0
233020,Fournaise  Piton de la,14379,Confirmed Eruption,SE flank (2100-1800 m)  E flank (2260-2000 m),1,,,2000,,6,,23,,Historical Observations,,2000,,11,,13,,-21.244,55.708,2,2000-06-23,0
284040,Miyakejima,18273,Confirmed Eruption,Summit and submarine western flank,3,,,2000,,6,,27,,Historical Observations,,2000,,9,,28,,34.094,139.526,7,2000-06-27,0
300060,Mutnovsky,18973,Confirmed Eruption,,1,?,,2000,,6,,30,,Hydrophonic,,2000,,6,,30,,52.449,158.196,7,2000-06-30,0
357090,Copahue,12011,Confirmed Eruption,Agrio Crater,2,,,2000,,7,,1,,Historical Observations,,2000,,10,,18,,-37.856,-71.183,3,2000-07-01,0
263340,Raung,16161,Confirmed Eruption,,2,?,,2000,,7,,9,,Historical Observations,,,,,,,,-8.119,114.056,6,2000-07-09,0
273030,Mayon,16809,Confirmed Eruption,,2,,,2000,,7,,16,,Historical Observations,,2000,,8,,31,,13.257,123.685,8,2000-07-16,0
300250,Bezymianny,19377,Confirmed Eruption,,2,,,2000,,7,,18,,Historical Observations,,2000,,11,>,4,,55.972,160.595,7,2000-07-18,0
355100,Lascar,11873,Confirmed Eruption,,2,,,2000,,7,,20,,Historical Observations,,2001,,1,?,18,,-23.37,-67.73,3,2000-07-20,0
300260,Klyuchevskoy,19478,Confirmed Eruption,,2,,,2000,,7,,28,,Historical Observations,,2000,,9,,22,,56.056,160.642,7,2000-07-28,0
390090,Saunders,13204,Confirmed Eruption,,0,,,2000,,8,?,1,,Historical Observations,,2001,,1,?,0,,-57.8,-26.483,3,2000-08-01,0
342110,Pacaya,10763,Confirmed Eruption,MacKenney Crater,1,,,2000,,8,,1,,Historical Observations,,2001,,7,?,5,,14.381,-90.601,14,2000-08-01,0
261220,Kaba,15548,Confirmed Eruption,,1,,,2000,,8,?,22,,Historical Observations,,2000,,8,?,27,,-3.52,102.62,10,2000-08-22,0
285020,Hokkaido-Komagatake,18582,Confirmed Eruption,,1,,,2000,,9,,4,,Historical Observations,,2000,,11,,8,,42.063,140.677,7,2000-09-04,0
252120,Ulawun,15063,Confirmed Eruption,,4,,,2000,,9,,28,,Historical Observations,,2000,,11,,1,,-5.05,151.33,11,2000-09-28,0
282060,Kikai,17000,Confirmed Eruption,Iwo-dake,1,,,2000,,10,,1,,Historical Observations,,2001,,12,,0,,30.789,130.308,8,2000-10-01,0
256010,Tinakula,15206,Confirmed Eruption,,1,?,,2000,,11,?,2,,Historical Observations,,2001,,4,?,16,,-10.38,165.8,11,2000-11-02,0
263310,Tengger Caldera,16062,Confirmed Eruption,Bromo,2,,,2000,,11,,29,,Historical Observations,,2001,,1,>,15,,-7.942,112.95,10,2000-11-29,0
282030,Suwanosejima,16946,Confirmed Eruption,O-take (Upper NE flank),3,?,,2000,,12,,19,,Historical Observations,,2004,,7,?,5,,29.638,129.714,8,2000-12-19,0
261030,Peuet Sague,15395,Confirmed Eruption,,2,,,2000,,12,,25,,Historical Observations,,2000,,12,>,26,,4.914,96.329,10,2000-12-25,0
273030,Mayon,16810,Confirmed Eruption,,3,,,2001,,1,,8,,Historical Observations,,2001,,8,,8,,13.257,123.685,8,2001-01-08,0
284040,Miyakejima,18274,Confirmed Eruption,,2,,,2001,,1,,11,,Historical Observations,,2002,,11,,24,,34.094,139.526,7,2001-01-11,0
264090,Inielika,16258,Confirmed Eruption,Summit crater complex,2,,,2001,,1,,11,,Historical Observations,,2001,,3,?,0,,-8.73,120.98,6,2001-01-11,0
252120,Ulawun,15064,Confirmed Eruption,Summit and NNE flank,3,,,2001,,1,?,16,,Historical Observations,,2001,,5,,3,,-5.05,151.33,11,2001-01-16,0
344040,Telica,10935,Confirmed Eruption,,1,,,2001,,1,,17,,Historical Observations,,2001,,12,?,19,,12.602,-86.845,14,2001-01-17,0
311240,Cleveland,19816,Confirmed Eruption,,3,?,,2001,,2,<,2,,Historical Observations,,2001,,4,?,15,,52.825,-169.944,5,2001-02-02,0
223020,Nyamuragira,14081,Confirmed Eruption,North and SSE  flanks,2,?,,2001,,2,,6,,Historical Observations,,2001,,4,,5,4,-1.408,29.2,9,2001-02-06,0
241040,White Island,14495,Confirmed Eruption,MH vent,2,,,2001,,2,,19,,Historical Observations,,2001,,2,?,19,,-37.52,177.18,11,2001-02-19,0
233020,Fournaise  Piton de la,14380,Confirmed Eruption,South flank (below Dolomieu at ~2500 m),1,,,2001,,3,,27,,Historical Observations,,2001,,4,,4,,-21.244,55.708,2,2001-03-27,0
261140,Marapi,15478,Confirmed Eruption,Verbeek Crater,2,,,2001,,4,,13,,Historical Observations,,2001,,6,,5,,-0.381,100.473,10,2001-04-13,0
344100,Masaya,11037,Confirmed Eruption,Santiago,1,,,2001,,4,,23,,Historical Observations,,2001,,4,?,25,,11.984,-86.161,14,2001-04-23,0
284141,Ahyi,18474,Confirmed Eruption,20.34ÁN  145.02ÁE,0,,,2001,,4,,24,,Hydrophonic,,2001,,4,,25,,20.42,145.03,1,2001-04-24,0
234011,McDonald Islands,14397,Confirmed Eruption,,1,?,,2001,,5,,3,150,Historical Observations,,,,,,,,-53.03,72.6,2,2001-05-03,0
344020,San Cristobal,10888,Confirmed Eruption,,1,,,2001,,5,?,11,,Historical Observations,,2001,,12,?,9,,12.702,-87.004,14,2001-05-11,0
261170,Kerinci,15528,Confirmed Eruption,,2,,,2001,,5,,12,,Historical Observations,,2002,,8,?,27,,-1.697,101.264,10,2001-05-12,0
268030,Ibu,16580,Confirmed Eruption,,0,,,2001,,5,?,28,,Historical Observations,,2001,,10,?,3,,1.488,127.63,6,2001-05-28,0
257050,Lopevi,15317,Confirmed Eruption,NW flank (200-400 m),3,,,2001,,6,,8,,Historical Observations,,2001,,6,>,19,,-16.507,168.346,11,2001-06-08,0
233020,Fournaise  Piton de la,14381,Confirmed Eruption,ESE flank (2500 m)  East flank (1800-2000 m),1,,,2001,,6,,11,,Historical Observations,,2001,,7,,7,,-21.244,55.708,2,2001-06-11,0
251020,Manam,14929,Confirmed Eruption,,2,,,2001,,6,,14,,Historical Observations,,2001,,6,?,25,,-4.08,145.037,11,2001-06-14,0
211060,Etna,13832,Confirmed Eruption,S to NE flanks (3100-2100 m),2,,,2001,,7,,17,,Historical Observations,,2001,,8,,9,,37.734,15.004,9,2001-07-17,0
262000,Krakatau,15625,Confirmed Eruption,Anak Krakatau,1,,,2001,,7,,21,,Historical Observations,,2001,,9,?,17,,-6.102,105.423,10,2001-07-21,0
300250,Bezymianny,19378,Confirmed Eruption,,3,,,2001,,7,?,23,,Historical Observations,,2001,,8,?,10,,55.972,160.595,7,2001-07-23,0
252120,Ulawun,15065,Confirmed Eruption,,2,,,2001,,8,,28,,Historical Observations,,2001,,8,,28,,-5.05,151.33,11,2001-08-28,0
390090,Saunders,13217,Confirmed Eruption,,0,,,2001,,9,?,1,,Historical Observations,,2001,,11,?,0,,-57.8,-26.483,3,2001-09-01,0
284120,Ioto,18421,Confirmed Eruption,Off SE coast and Idogahama (NW coast),1,,,2001,,9,,21,,Historical Observations,,2001,,10,,23,,24.751,141.289,1,2001-09-21,0
261160,Talang,15494,Confirmed Eruption,Kepundan Panjang & Kabuo  Gabuo Atas,1,,,2001,,9,,25,,Historical Observations,,2001,,11,,15,3,-0.978,100.679,10,2001-09-25,0
243091,Unnamed,14772,Confirmed Eruption,,2,,,2001,,9,,27,,Historical Observations,,2001,,9,?,28,,-18.325,-174.365,11,2001-09-27,0
390081,Montagu Island,13205,Confirmed Eruption,NW of Mount Belinda,1,?,,2001,,10,,1,20,Historical Observations,,2007,,9,,20,,-58.445,-26.374,3,2001-10-01,0
300100,Avachinsky,19104,Confirmed Eruption,,1,,,2001,,10,,5,,Historical Observations,,2001,,10,,5,,53.256,158.836,7,2001-10-05,0
342110,Pacaya,19880,Confirmed Eruption,MacKenney Crater,1,,,2001,,10,,31,,Historical Observations,,2001,,10,,31,,14.381,-90.601,14,2001-10-31,0
300130,Karymsky,19187,Confirmed Eruption,Summit and upper south flank,3,,,2001,,11,,15,,Historical Observations,,2014,,10,,4,,54.049,159.443,7,2001-11-15,0
385052,Unnamed,13144,Confirmed Eruption,Seamount NW of WÙst seamount,0,,,2001,,11,,24,,Historical Observations,,2002,,3,,0,,-32.958,-5.22,3,2001-11-24,0
352020,Guagua Pichincha,11497,Confirmed Eruption,North of 1981 crater,1,?,,2001,,11,,26,,Historical Observations,,2001,,11,,26,,-0.171,-78.598,14,2001-11-26,0
211060,Etna,13835,Confirmed Eruption,Central Crater  NE Crater,1,,,2001,,12,?,1,,Historical Observations,,2002,,10,?,30,,37.734,15.004,9,2001-12-01,0
360160,Kick 'em Jenny,12468,Confirmed Eruption,,0,,,2001,,12,,4,,Hydrophonic,,2001,,12,,6,,12.3,-61.64,14,2001-12-04,0
300250,Bezymianny,19379,Confirmed Eruption,,2,,,2001,,12,,10,,Historical Observations,,2002,,1,?,6,,55.972,160.595,7,2001-12-10,0
342090,Fuego,10733,Confirmed Eruption,,2,,,2002,,1,,4,,Historical Observations,>,2016,,5,,26,,14.473,-90.88,14,2002-01-04,0
233020,Fournaise  Piton de la,14382,Confirmed Eruption,NE part of l'Enclos Fouqu_ caldera,1,,,2002,,1,,5,,Historical Observations,,2002,,1,,16,,-21.244,55.708,2,2002-01-05,0
251020,Manam,14930,Confirmed Eruption,South Crater,3,?,,2002,,1,,13,,Historical Observations,,2002,,5,,21,,-4.08,145.037,11,2002-01-13,0
343100,San Miguel,10866,Confirmed Eruption,,1,,,2002,,1,,16,,Historical Observations,,2002,,1,,16,,13.434,-88.269,14,2002-01-16,0
223030,Nyiragongo,14106,Confirmed Eruption,South flank (2800-1570 m)  summit crater,1,,,2002,,1,,17,,Historical Observations,,2002,,2,>,3,,-1.52,29.25,9,2002-01-17,0
290360,Chikurachki,18855,Confirmed Eruption,SSE part of summit crater,2,,,2002,,1,,25,,Historical Observations,,2002,,4,?,22,,50.324,155.461,7,2002-01-25,0
